"Quốc gia","Tỉnh/Thành phố",Quận/Huyện,"Zip/Postal Code From","Zip/Postal Code To","Trọng lượng From","Trọng lượng To","Shipping Price","Delivery Type"
TWN,*,,,,7501.0000,8000.0000,2051940.0000,"Express Saver"
TWN,*,,,,3001.0000,3500.0000,853710.0000,"Normal Shipping"
TWN,*,,,,11001.0000,11500.0000,2120910.0000,"Normal Shipping"
TWN,*,,,,15001.0000,15500.0000,3634290.0000,"Express Saver"
TWN,*,,,,7001.0000,7500.0000,1946450.0000,"Express Saver"
TWN,*,,,,2501.0000,3000.0000,774510.0000,"Normal Shipping"
TWN,*,,,,10501.0000,11000.0000,2041710.0000,"Normal Shipping"
TWN,*,,,,14501.0000,15000.0000,3528800.0000,"Express Saver"
TWN,*,,,,6501.0000,7000.0000,1840960.0000,"Express Saver"
TWN,*,,,,2001.0000,2500.0000,695310.0000,"Normal Shipping"
TWN,*,,,,10001.0000,10500.0000,1962510.0000,"Normal Shipping"
TWN,*,,,,14001.0000,14500.0000,3423310.0000,"Express Saver"
TWN,*,,,,6001.0000,6500.0000,1735470.0000,"Express Saver"
TWN,*,,,,1501.0000,2000.0000,616110.0000,"Normal Shipping"
TWN,*,,,,9501.0000,10000.0000,1883310.0000,"Normal Shipping"
TWN,*,,,,13501.0000,14000.0000,3317820.0000,"Express Saver"
TWN,*,,,,5501.0000,6000.0000,1629980.0000,"Express Saver"
TWN,*,,,,1001.0000,1500.0000,536910.0000,"Normal Shipping"
TWN,*,,,,9001.0000,9500.0000,1804110.0000,"Normal Shipping"
TWN,*,,,,13001.0000,13500.0000,3212330.0000,"Express Saver"
TWN,*,,,,5001.0000,5500.0000,1524490.0000,"Express Saver"
TWN,*,,,,501.0000,1000.0000,457710.0000,"Normal Shipping"
TWN,*,,,,8501.0000,9000.0000,1724910.0000,"Normal Shipping"
USA,*,,,,5001.0000,5500.0000,2210890.0000,"Express Saver"
USA,*,,,,8501.0000,9000.0000,2346080.0000,"Normal Shipping"
USA,*,,,,12501.0000,13000.0000,4453240.0000,"Express Saver"
USA,*,,,,501.0000,1000.0000,466400.0000,"Normal Shipping"
USA,*,,,,4501.0000,5000.0000,2061400.0000,"Express Saver"
USA,*,,,,12001.0000,12500.0000,4303750.0000,"Express Saver"
USA,*,,,,0.0000,500.0000,348920.0000,"Normal Shipping"
USA,*,,,,8001.0000,8500.0000,2228600.0000,"Normal Shipping"
USA,*,,,,4001.0000,4500.0000,1911910.0000,"Express Saver"
USA,*,,,,11501.0000,12000.0000,4154260.0000,"Express Saver"
USA,*,,,,7501.0000,8000.0000,2111120.0000,"Normal Shipping"
USA,*,,,,15001.0000,15500.0000,3873320.0000,"Normal Shipping"
USA,*,,,,3501.0000,4000.0000,1762420.0000,"Express Saver"
USA,*,,,,11001.0000,11500.0000,4004770.0000,"Express Saver"
USA,*,,,,7001.0000,7500.0000,1993640.0000,"Normal Shipping"
USA,*,,,,14501.0000,15000.0000,3755840.0000,"Normal Shipping"
USA,*,,,,3001.0000,3500.0000,1612930.0000,"Express Saver"
USA,*,,,,10501.0000,11000.0000,3855280.0000,"Express Saver"
USA,*,,,,6501.0000,7000.0000,1876160.0000,"Normal Shipping"
USA,*,,,,14001.0000,14500.0000,3638360.0000,"Normal Shipping"
USA,*,,,,2501.0000,3000.0000,1463440.0000,"Express Saver"
USA,*,,,,10001.0000,10500.0000,3705790.0000,"Express Saver"
USA,*,,,,6001.0000,6500.0000,1758680.0000,"Normal Shipping"
USA,*,,,,13501.0000,14000.0000,3520880.0000,"Normal Shipping"
USA,*,,,,2001.0000,2500.0000,1313950.0000,"Express Saver"
USA,*,,,,5501.0000,6000.0000,1641200.0000,"Normal Shipping"
USA,*,,,,9501.0000,10000.0000,3556300.0000,"Express Saver"
USA,*,,,,13001.0000,13500.0000,3403400.0000,"Normal Shipping"
USA,*,,,,1501.0000,2000.0000,1164460.0000,"Express Saver"
USA,*,,,,5001.0000,5500.0000,1523720.0000,"Normal Shipping"
USA,*,,,,9001.0000,9500.0000,3406810.0000,"Express Saver"
USA,*,,,,12501.0000,13000.0000,3285920.0000,"Normal Shipping"
USA,*,,,,1001.0000,1500.0000,1014970.0000,"Express Saver"
USA,*,,,,4501.0000,5000.0000,1406240.0000,"Normal Shipping"
USA,*,,,,12001.0000,12500.0000,3168440.0000,"Normal Shipping"
USA,*,,,,501.0000,1000.0000,865480.0000,"Express Saver"
USA,*,,,,8501.0000,9000.0000,3257320.0000,"Express Saver"
USA,*,,,,4001.0000,4500.0000,1288760.0000,"Normal Shipping"
USA,*,,,,11501.0000,12000.0000,3050960.0000,"Normal Shipping"
USA,*,,,,0.0000,500.0000,715990.0000,"Express Saver"
USA,*,,,,8001.0000,8500.0000,3107830.0000,"Express Saver"
USA,*,,,,3501.0000,4000.0000,1171280.0000,"Normal Shipping"
USA,*,,,,11001.0000,11500.0000,2933480.0000,"Normal Shipping"
USA,*,,,,7501.0000,8000.0000,2958340.0000,"Express Saver"
USA,*,,,,15001.0000,15500.0000,5200690.0000,"Express Saver"
USA,*,,,,3001.0000,3500.0000,1053800.0000,"Normal Shipping"
USA,*,,,,10501.0000,11000.0000,2816000.0000,"Normal Shipping"
USA,*,,,,7001.0000,7500.0000,2808850.0000,"Express Saver"
USA,*,,,,14501.0000,15000.0000,5051200.0000,"Express Saver"
USA,*,,,,2501.0000,3000.0000,936320.0000,"Normal Shipping"
USA,*,,,,10001.0000,10500.0000,2698520.0000,"Normal Shipping"
USA,*,,,,6501.0000,7000.0000,2659360.0000,"Express Saver"
USA,*,,,,14001.0000,14500.0000,4901710.0000,"Express Saver"
USA,*,,,,2001.0000,2500.0000,818840.0000,"Normal Shipping"
USA,*,,,,9501.0000,10000.0000,2581040.0000,"Normal Shipping"
USA,*,,,,6001.0000,6500.0000,2509870.0000,"Express Saver"
USA,*,,,,13501.0000,14000.0000,4752220.0000,"Express Saver"
USA,*,,,,1501.0000,2000.0000,701360.0000,"Normal Shipping"
USA,*,,,,5501.0000,6000.0000,2360380.0000,"Express Saver"
USA,*,,,,9001.0000,9500.0000,2463560.0000,"Normal Shipping"
USA,*,,,,13001.0000,13500.0000,4602730.0000,"Express Saver"
USA,*,,,,1001.0000,1500.0000,583880.0000,"Normal Shipping"
